Time,mean_smape,lower_smape,upper_smape,mean_smape_ab,lower_smape_ab,upper_smape_ab,mean_smape_t,lower_smape_t,upper_smape_t,mean_smape_AIC,lower_smape_AIC,upper_smape_AIC
0.2,0.016715424513515962,0.001998738365358403,0.03143211066167352,0.47054804162578884,0.4535978153719531,0.4874982678796246,0.11086586181464834,0.07537927206549645,0.14635245156380022,0.017064123314943096,0.0004551465862973926,0.0336731000435888
0.21,0.016705503236438754,0.001997767495147332,0.03141323897773018,0.470493739058843,0.4535471492391668,0.48744032887851924,0.11082794949198194,0.07535069872688252,0.14630520025708135,0.017063888164604107,0.00045462444002343505,0.03367315188918478
0.22,0.016695871136771352,0.0019968096762055295,0.03139493259733717,0.4704397455231733,0.453496717138496,0.4873827739078506,0.11079016576711669,0.07532221760070257,0.1462581139335308,0.017063658443932796,0.00045410382890355774,0.03367321305896204
0.23,0.016686516634272768,0.001995864910854052,0.031377168357691484,0.4703860579415725,0.45344651739469627,0.48732559848844875,0.11075250904571309,0.07529382735967552,0.14621119073175065,0.017063434140354758,0.0004535847483790739,0.03367328353233044
0.24,0.016677428761791027,0.001994933175134139,0.031359924348447914,0.4703326732827361,0.4533965483492575,0.48726879821621466,0.11071614488892284,0.07526646321526947,0.1461658265625762,0.01706321524138434,0.00045306719391529846,0.033673363288853383
0.25,0.016668597125215498,0.001994014422126038,0.03134317982830496,0.4702795885603896,0.45334680836022334,0.48721236876055585,0.11068037912438859,0.07523956777674912,0.14612119047202807,0.017063001734623794,0.00045255116100114193,0.03367345230824645
0.26,0.016660011866528174,0.001993108584894593,0.03132691514816176,0.470227729390629,0.45329833749492665,0.4871571212863314,0.11064473484912442,0.07521275828135962,0.14607671141688922,0.01706279360776258,0.0004520366451487394,0.03367355057037642
0.27,0.016651663629677693,0.00199221557910469,0.03131111168025069,0.47017634789193125,0.45325029822575236,0.48710239755811013,0.11060921069102675,0.07518603359762391,0.1460323877844296,0.01706259084857665,0.0004515236418932006,0.0336736580552601
0.28,0.016643543529027447,0.001991335305343969,0.031295751752710925,0.47012525668907723,0.45320248194357643,0.48704803143457803,0.11057380532635738,0.07515939263637159,0.14598821801634318,0.01706239344492759,0.00045101214679212076,0.03367377474306306
0.29,0.016635643120154302,0.0019904676511863836,0.03128081858912222,0.47007445296850536,0.45315488707193785,0.4869940188650729,0.11053851747731072,0.07513283434859896,0.14594420060602248,0.017062201384761944,0.0004505021554253169,0.03367390061409857
0.3,0.016627954372796155,0.001989612493025766,0.03126629625256654,0.4700239339576099,0.45310751205007055,0.4869403558651492,0.11050334590972914,0.07510635772345911,0.14590033409599917,0.017062014656110628,0.0004499936633945885,0.033674035648826664
0.31,0.016620469645765776,0.001988769697704961,0.031252169593826595,0.4699736969239806,0.45306035533273137,0.48688703851522985,0.11046828943095555,0.07507996178637234,0.14585661707553876,0.01706183324708811,0.00044948666632333226,0.03367417982785288
0.32,0.016613181663666616,0.001987939123963582,0.031238424203369648,0.46992373917465946,0.4530134153900292,0.4868340629592897,0.11043334688781456,0.07505364559724947,0.14581304817837965,0.01706165714589181,0.0004489811598563376,0.03367433313192728
0.33,0.016606083495260854,0.001987120623724102,0.031225046366797606,0.46987405805541493,0.45296669070725726,0.4867814254035726,0.1103985171647124,0.07502740824881977,0.145769626080605,0.01706148634080143,0.0004484771396594499,0.033674495541943406
0.34,0.016599168533355007,0.001986314043234353,0.03121202302347566,0.46982465095003056,0.4529201797847243,0.4867291221153368,0.11036379918184785,0.07500124886505605,0.14572634949863966,0.017061320820178378,0.0004479746014193556,0.0336746670389374
0.35000000000000003,0.016592430476079965,0.0019855192240820323,0.0311993417280779,0.469775515279614,0.45287388113759297,0.486677149421635,0.11032919189352745,0.0749751665996916,0.14568321718736332,0.017061160572465043,0.0004474735408433253,0.03367484760408676
0.36,0.016585863309454135,0.001984736004095088,0.031186990614813184,0.4697266485019135,0.45282779329571143,0.4866255037081155,0.11029469428657544,0.07494916063482024,0.14564022793833065,0.017061005586184258,0.00044697395365896064,0.033675037218709555
0.37,0.016579461291128098,0.001983964218140311,0.031174958364115886,0.4696780481106593,0.45278191480345675,0.4865741814178618,0.11026030537883655,0.07492323017957818,0.1455973805780949,0.01706085584993869,0.00044647583561397905,0.033675235864263395
0.38,0.016573218935218684,0.0019832036988314036,0.031163234171605964,0.46963017896349707,0.4527367890769908,0.48652356885000336,0.11022602421776048,0.07489737446889759,0.14555467396662336,0.017060711352410295,0.00044597918247607157,0.033675443522344514
0.39,0.016567130998147807,0.001982454277155765,0.03115180771913985,0.469583351512825,0.45269277937828495,0.486473923647365,0.11019184987906662,0.07487159276233064,0.14551210699580258,0.017060572082359636,0.00044548399003252123,0.03367566017468675
0.4,0.016561192465409713,0.001981715783029133,0.031140669147790293,0.4695367820103338,0.45264897327539,0.48642459074527755,0.1101577814654824,0.0748458843429386,0.1454696785880262,0.017060438028625443,0.00044499025409017873,0.03367588580316071
0.41000000000000003,0.016555398539196037,0.0019809880457855415,0.031129809032606533,0.4694904680885406,0.4526053693702374,0.48637556680684385,0.11012381810554941,0.07482024851624017,0.14542738769485866,0.017060309180123925,0.00044449797047508427,0.033676120389772767
0.42,0.016549744626814654,0.0019802708946095125,0.031119218359019797,0.46944497916887584,0.45256242824733317,0.4863275300904185,0.11008995895249571,0.0747946846092184,0.14538523329577302,0.017060185525848395,0.00044400713503248493,0.0336763639166643
0.43,0.016544226329843547,0.001979564158916706,0.031108888500770388,0.4694004753387371,0.452520279553772,0.48628067112370216,0.11005620318316742,0.07476919196937962,0.14534321439695522,0.017060067054868594,0.0004435177436264946,0.03367661636611069
0.44,0.016538839433965676,0.0019788676686882476,0.031098811199243105,0.4693566415129116,0.4524786705584893,0.48623461246733396,0.11002254999701763,0.07474376996386273,0.14530133003017254,0.01705995375633022,0.00044302979213994495,0.0336768777205205
0.45,0.016533579899435703,0.0019781812547639468,0.031088978544107457,0.469313836065981,0.45243789237622,0.48618977975574196,0.10998899861514846,0.07471841797859552,0.1452595792517014,0.017059845619454433,0.0004425432764742776,0.03367714796243459
0.46,0.016528443852133156,0.0019775047490986266,0.031079382955167684,0.46927229644437846,0.4523985157725616,0.4861460771161953,0.10995554827940325,0.07469313541749498,0.14521796114131152,0.01705974263353728,0.00044205819254929807,0.033677427074525264
0.47000000000000003,0.016523427575160222,0.001976837984985314,0.03107001716533513,0.4692312120226763,0.4523595842805508,0.48610283976480184,0.10992219825150512,0.0746679217017083,0.14517647480130194,0.0170596447879493,0.0004415745363031062,0.03367771503959549
